species,treatment,value
o,x2,0.43764449374251246
o,x2,0.43764449374251246
o,x2,0.43764449374251246
o,x2,0.4453634866192831
o,x2,0.4453634866192831
o,x2,0.44142985268830826
o,x2,0.44142985268830826
o,x2,0.44142985268830826
o,x2,0.44142985268830826
o,x2,0.44142985268830826
o,x2,0.44142985268830826
o,x2,0.44142985268830826
o,x2,0.4356418753194789
o,x2,0.4341524111964423
o,x2,0.4341524111964423
o,x2,0.4341524111964423
o,x2,0.4341524111964423
o,x2,0.4341524111964423
o,x2,0.4341524111964423
o,x2,0.4341524111964423
o,x2,0.4341524111964423
o,x2,0.43559255066584945
o,x2,0.43559255066584945
o,x2,0.43559255066584945
o,x2,0.43559255066584945
o,x2,0.43559255066584945
o,x2,0.43559255066584945
o,x2,0.43559255066584945
o,x2,0.4330867733305724
o,x2,0.4330867733305724
o,x2,0.4330867733305724
o,x2,0.4330867733305724
o,x2,0.4330867733305724
o,x2,0.4330867733305724
o,x2,0.42759114951692206
o,x2,0.42759114951692206
o,x2,0.42759114951692206
o,x2,0.42759114951692206
o,x2,0.42759114951692206
o,x2,0.42759114951692206
o,x2,0.42759114951692206
o,x2,0.4212086765495878
o,x2,0.4212086765495878
o,x2,0.4212086765495878
o,x2,0.41595644482620064
o,x2,0.41595644482620064
o,x2,0.41595644482620064
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.4188671596954344
o,x2,0.42036713377034024
o,x2,0.42036713377034024
o,x2,0.42036713377034024
o,x2,0.42036713377034024
o,x2,0.42036713377034024
o,x2,0.42036713377034024
o,x2,0.42036713377034024
o,x2,0.41829415146298454
o,x2,0.4145105125142899
o,x2,0.4145105125142899
o,x2,0.4145105125142899
o,x2,0.4145105125142899
o,x2,0.4145105125142899
o,x2,0.4145105125142899
o,x2,0.4145105125142899
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.41617307255346525
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.4272591872608901
o,x2,0.43855986861517937
o,x2,0.43855986861517937
o,x2,0.43855986861517937
o,x2,0.43855986861517937
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.4375644088636116
o,x2,0.44525932035136445
o,x2,0.44525932035136445
o,x2,0.44525932035136445
o,x2,0.44525932035136445
o,x2,0.44525932035136445
o,x2,0.44439684606128477
o,x2,0.44439684606128477
o,x2,0.44439684606128477
o,x2,0.44439684606128477
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.44749464106632614
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.45770335596915895
o,x2,0.4591631403868009
o,x2,0.4591631403868009
o,x2,0.44856728804421836
o,x2,0.44856728804421836
o,x2,0.44856728804421836
o,x2,0.4417089337393482
o,x2,0.4417089337393482
o,x2,0.4417089337393482
o,x2,0.4466509874026808
o,x2,0.4466509874026808
o,x2,0.4523999763692691
o,x2,0.4523999763692691
o,x2,0.4523999763692691
o,x2,0.4523999763692691
o,x2,0.4514761808122401
o,x2,0.4514761808122401
o,x2,0.4514761808122401
o,x2,0.4518269705195368
o,x2,0.4518269705195368
o,x2,0.4518269705195368
o,x2,0.4518269705195368
o,x2,0.4518269705195368
o,x2,0.4518269705195368
o,x2,0.4518269705195368
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4506259388874415
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.4513197786980695
o,x2,0.44968102480627536
o,x2,0.44968102480627536
o,x2,0.44968102480627536
o,x2,0.44968102480627536
o,x2,0.44968102480627536
o,x2,0.44968102480627536
o,x2,0.44968102480627536
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.446978906838618
o,x2,0.4446047538538055
o,x2,0.4446047538538055
o,x2,0.4446047538538055
o,x2,0.4446047538538055
o,x2,0.4446047538538055
o,x2,0.44487727181418424
o,x2,0.44487727181418424
o,x2,0.44487727181418424
o,x2,0.44487727181418424
o,x2,0.44487727181418424
o,x2,0.44487727181418424
o,x2,0.442869259847215
o,x2,0.442869259847215
o,x2,0.442869259847215
o,x2,0.442869259847215
o,x2,0.442869259847215
o,x2,0.442869259847215
o,x2,0.442869259847215
o,x2,0.4472674832612861
o,x2,0.4472674832612861
o,x2,0.44418244817800934
o,x2,0.44418244817800934
o,x2,0.45159881272833896
o,x2,0.45159881272833896
o,x2,0.45159881272833896
o,x2,0.45159881272833896
o,x2,0.45159881272833896
o,x2,0.45179098031817094
o,x2,0.45179098031817094
o,x2,0.45179098031817094
o,x2,0.45254158537283956
o,x2,0.45254158537283956
o,x2,0.45254158537283956
o,x2,0.45254158537283956
o,x2,0.45254158537283956
o,x2,0.45254158537283956
o,x2,0.45254158537283956
o,x2,0.45254158537283956
o,x2,0.4612752111931194
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.46084245780381666
o,x2,0.4613660807260155
o,x2,0.45624348793582997
o,x2,0.45624348793582997
o,x2,0.45624348793582997
o,x2,0.4725334011750094
o,x2,0.4725334011750094
o,x2,0.4631052481633899
o,x2,0.4631052481633899
o,x2,0.4631052481633899
o,x2,0.46111612387982326
o,x2,0.46111612387982326
o,x2,0.46111612387982326
o,x2,0.46111612387982326
o,x2,0.4536044719511767
o,x2,0.4536044719511767
o,x2,0.4536044719511767
o,x2,0.4536044719511767
o,x2,0.4536044719511767
o,x2,0.4536044719511767
o,x2,0.44636908817134413
o,x2,0.44636908817134413
o,x2,0.45060530016445005
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4512550321894738
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4445713532627176
o,x2,0.4351875938783805
o,x2,0.4296417219917103
o,x2,0.4348157914017356
o,x2,0.4348157914017356
o,x2,0.4338582062988573
o,x2,0.4338582062988573
o,x2,0.4338582062988573
o,x2,0.4451690672895383
o,x2,0.4451690672895383
o,x2,0.4451690672895383
o,x2,0.4451690672895383
o,x2,0.4451690672895383
o,x2,0.4451690672895383
o,x2,0.4258718706265179
o,x2,0.4258718706265179
o,x2,0.4258718706265179
o,x2,0.430121766800146
o,x2,0.42598223782971695
o,x2,0.42598223782971695
o,x2,0.42598223782971695
o,x2,0.43127651945817436
o,x2,0.43127651945817436
o,x2,0.42619579382656614
o,x2,0.42619579382656614
o,x2,0.42619579382656614
o,x2,0.42619579382656614
o,x2,0.4246746325222246
o,x2,0.4361513787297308
o,x2,0.4361513787297308
o,x2,0.42619662979938716
o,x2,0.42619662979938716
o,x2,0.42619662979938716
o,x2,0.42619662979938716
o,x2,0.432323410281667
o,x2,0.432323410281667
o,x2,0.432323410281667
o,x2,0.432323410281667
o,x2,0.4399460003062667
o,x2,0.4415463112619351
o,x2,0.4415463112619351
o,x2,0.4415463112619351
o,x2,0.4415463112619351
o,x2,0.4415463112619351
o,x2,0.4415463112619351
o,x2,0.4415463112619351
o,x2,0.4415463112619351
o,x2,0.4415463112619351
o,x2,0.4316555782706777
o,x2,0.4316555782706777
o,x2,0.4316555782706777
o,x2,0.4244801571153296
o,x2,0.3791838177046387
o,x2,0.46602162969933036
o,x2,0.47226472929052565
o,x2,0.2555979782086549
o,x2,0.2449625947105997
o,x2,-0.017930255383610125
o,x2,-0.046647064205362854
o,x2,0.6016253967934122
o,x2,0.5171822326608291
o,x2,0.7874953523941934
o,x2,0.796250656857319
o,x2,0.39618559422834754
o,x2,0.40918058710846206
o,x2,0.8827164848939368
o,x2,0.24443694179171446
o,x2,0.3817816451648611
o,x2,0.36975697145534975
o,x2,0.6203060371476234
o,x2,0.8039330133881973
o,x2,0.5875163871821324
o,x2,0.407325223310906
o,x2,1.252297067713691
o,x2,1.1223062706712144
o,x2,0.7856960450003856
o,x2,1.423638503146691
o,x2,1.4542288202501048
o,x2,1.3173795478601833
o,x2,1.8524349344522186
o,x2,1.7183755442435813
o,x2,1.6728585050781346
o,x2,0.15577349541782895
o,x2,0.16788333205111763
o,x2,0.11301516055549016
o,x2,1.5420024910642425
o,x2,1.527579835834774
o,x2,1.4502463568824793
o,x2,1.2672515429001558
o,x2,0.6082734403156975
o,x2,0.7121893615819771
o,x2,0.7407067826592869
o,x2,1.0657870556190185
o,x2,0.3763865135135142
o,x2,0.7799781920283597
o,x2,0.7689323119665314
o,x2,0.35934085888773826
o,x2,0.3481900772008321
o,x2,0.4933672141994648
o,x2,0.5043272043702096
o,x2,0.6145893261739784
o,x2,0.9069773474620402
o,x2,1.0480681973163983
o,x2,0.8970054714969959
o,x2,0.765552404012396
o,x2,0.9847480382977661
o,x2,0.16590836359594552
o,x2,0.3162601204325502
o,x2,0.2832691568502782
o,x2,0.42530035882911127
o,x2,0.5168491293101631
o,x2,0.32138342216524063
o,x2,0.37369041727423585
o,x2,0.41828310747730074
o,x2,0.5111936752516857
o,x2,0.5389276170269284
o,x2,0.4611461648326448
o,x2,0.8150534130790066
o,x2,0.8934833565969158
o,x2,0.6458238296742465
o,x2,0.6572545884649055
o,x2,0.3213831499085403
o,x2,0.8078458067830779
o,x2,1.1895976016453564
o,x2,1.221183219006417
o,x2,1.298600276527787
o,x2,1.267380171799998
o,x2,1.2124692732920197
o,x2,1.0424138498452267
o,x2,0.529623599701005
o,x2,0.7197122386989532
o,x2,0.3821176609018822
o,x2,0.7092710090139805
o,x2,0.7242949239375724
o,x2,0.692050522588305
o,x2,0.7966244799102408
o,x2,0.936109602265407
o,x2,0.8992545831004749
o,x2,1.0256022948320809
o,x2,1.0001428206857397
o,x2,1.0871067004344828
o,x2,0.8713538648357559
o,x2,1.4168840644030343
o,x2,1.3733641030988781
o,x2,1.1266800415705478
o,x2,0.7699892468618571
o,x2,1.315231729263
o,x2,1.6038301118449318
o,x2,0.6016206964926192
o,x2,0.790713876791965
o,x2,0.9317246734068869
o,x2,0.7157865894348495
o,x2,0.7253527257682809
o,x2,1.7574386201904155
o,x2,1.7862243480028563
o,x2,0.7027946809658142
o,x2,0.9298947942579254
o,x2,0.8534346379257891
o,x2,1.1044109668238882
o,x2,1.5077155709458216
o,x2,-0.05345555070474503
o,x2,0.014561525667610977
o,x2,-0.0153632172203058
o,x2,0.009881348283599396
o,x2,0.0809180423710385
o,x2,0.9145051045914998
o,x2,1.1544243713768345
o,x2,1.1866299690271962
o,x2,1.6646265135705272
o,x2,1.284022704813047
o,x2,1.157732286458268
o,x2,1.4390452899690682
o,x2,1.254761050784053
o,x2,1.3116188836731626
o,x2,1.3031780488361338
o,x2,0.3393789026064543
o,x2,1.6242903220261509
o,x2,1.4940804394690308
o,x2,1.224212525866189
o,x2,-0.12423968758388171
o,x2,0.2036148626911497
o,x2,0.7938419565736463
o,x2,-0.09589645954312874
o,x2,-0.3388447676368632
o,x2,-0.08864563637297077
o,x2,0.15152755557361125
o,x2,0.36342739515253203
o,x2,0.3416339271982659
o,x2,0.2968091675212841
o,x2,1.8099049483491847
o,x2,1.6213906630183508
o,x2,0.5769110677788732
o,x2,1.5615415551800895
o,x2,1.491169853388522
o,x2,1.575110260841039
o,x2,1.4347037430699876
o,x2,0.5129369934391674
o,x2,0.9199745388452039
o,x2,0.9067198849357992
o,x2,0.46895230017849693
o,x2,1.0434217067040288
o,x2,0.8233073976057724
o,x2,0.8394193540509522
o,x2,0.8495742601159327
o,x2,0.9042673250161368
o,x2,0.9243010158268692
o,x2,0.452057216909688
o,x2,0.36150131979577216
o,x2,0.4277820663173827
o,x2,0.637551733101973
o,x2,0.49627568451473697
o,x2,0.7990305244878476
o,x2,0.838256337402026
o,x2,1.2760659586561323
o,x2,0.41753676928655664
o,x2,0.3954305686726275
o,x2,1.0561771967664029
o,x2,0.9612806696358985
o,x2,0.8923515129700984
o,x2,0.9290415500263255
o,x2,0.7753750084590458
o,x2,0.36386585095854634
o,x2,0.30649093601516825
o,x2,0.3879669918437116
o,x2,0.31132958441483916
o,x2,0.35326997453361125
o,x2,0.3470638969886546
o,x2,0.3470638969886546
o,x2,0.3470638969886546
o,x2,0.33867186563149787
o,x2,0.31439083858210315
o,x2,0.329325882786345
o,x2,0.2985689660389606
o,x2,0.20344813759369385
o,x2,1.2917732432291236
o,x2,1.3550210405142737
o,x2,1.6533419920441845
o,x2,1.4321076516460656
o,x2,1.450655969171547
o,x2,0.4719609965889324
o,x2,0.525996146936482
o,x2,1.149469141669907
o,x2,0.6692856064096373
o,x2,0.8405177242272798
o,x2,0.7060914303552117
o,x2,0.7309791637328866
o,x2,0.6705025395659412
o,x2,0.43420805459298545
o,x2,0.8760249412711434
o,x2,0.9075268736011717
o,x2,0.5983243769727694
o,x2,1.1917934295577222
o,x2,1.1412186471583692
o,x2,0.9079513507267833
o,x2,0.9948967158885493
o,x2,0.9662228162535196
o,x2,1.2535495083964923
o,x2,0.8628668230820112
o,x2,1.2022626921615802
o,x2,0.21629888075558618
o,x2,0.4808466782409524
o,x2,1.3588624853981874
o,x2,1.3444188274367268
o,x2,1.1964700244675621
o,x2,1.375003160417456
o,x2,1.0353640524927328
o,x2,0.9088203836558215
o,x2,1.2343174654065694
o,x2,0.6648364394325659
o,x2,0.35385914538669033
o,x2,0.25890583590650845
o,x2,0.44933670964080386
o,x2,0.9077569719034613
o,x2,0.4743940721680719
o,x2,0.5389628801413087
o,x2,0.7994321417794605
o,x2,1.0725927774412072
o,x2,0.9157414001698693
o,x2,1.2305334738738603
o,x2,1.3372134167930645
o,x2,0.5038782011001862
o,x2,0.517444181380271
o,x2,0.8289893178228267
o,x2,1.5696160959398837
o,x2,0.47376981436636534
o,x2,0.6535702650777968
o,x2,0.424007727140001
o,x2,0.6601474085360183
o,x2,0.7932013051668413
o,x2,0.7427758981914655
o,x2,0.4640297393679107
o,x2,1.1567776904539044
o,x2,1.6639285625881588
o,x2,1.6797941510620278
o,x2,1.4357667405885675
o,x2,1.4470993439191902
o,x2,1.3871905044344426
o,x2,1.3660399520031477
o,x2,0.8985976826427634
o,x2,0.6734111494823751
o,x2,1.0283598888160825
o,x2,1.1079491083197859
o,x2,0.42455850469205436
o,x2,0.23074336879597332
o,x2,0.22796944423617177
o,x2,0.6448083633405713
o,x2,0.6448083633405713
o,x2,0.6448083633405713
o,x2,0.6351115677087662
o,x2,0.4152527922314383
o,x2,0.5605225583149495
o,x2,0.5438922123501599
o,x2,0.3411584514018644
o,x2,0.5823524570013155
o,x2,0.5254931022461061
o,x2,0.5317148874689496
o,x2,0.4223472400762685
o,x2,0.3230257309312384
o,x2,0.3514400838011185
o,x2,0.38137703341998014
o,x2,0.7284753407246305
o,x2,1.0061534595048829
o,x2,0.8635172051810649
o,x2,0.9155175086906455
o,x2,0.4930741597173619
o,x2,0.8574148177238006
o,x2,0.7430128995813032
o,x2,0.5895335944347759
o,x2,1.0786538587948784
o,x2,0.23589499133025987
o,x2,0.27685737068171645
o,x2,0.6719351494904163
o,x2,0.44950334744671544
o,x2,0.6826067930323223
o,x2,0.7444765179446632
o,x2,0.7481962967685114
o,x2,1.2772887836609101
o,x2,1.030435293096214
o,x2,0.9965931677481317
o,x2,1.0359603957894197
o,x2,0.9772829265160425
o,x2,0.9920815721416779
o,x2,0.5285391333970814
o,x2,0.5355907491712018
o,x2,0.4761359423653364
o,x2,0.3099020109143211
o,x2,0.6716250128833271
o,x2,0.6634225723594077
o,x2,0.6650042871421
o,x2,0.710542193171033
o,x2,0.8143816153265278
o,x2,0.9026811048219897
o,x2,1.111875315209258
o,x2,1.1755430911550249
o,x2,0.8338500591909845
o,x2,0.8105115079306606
o,x2,0.5878378591178655
o,x2,0.4071307566686742
o,x2,0.40235878089464017
o,x2,0.34640538590740216
o,x2,0.742788074285797
o,x2,0.6158928927559257
o,x2,0.8057404739343927
o,x2,1.0381958614312217
o,x2,0.8144224228524839
o,x2,0.9575676204172809
o,x2,1.07383793576521
o,x2,0.9632233670115471
o,x2,0.9743299729207374
o,x2,1.3846974271343793
o,x2,0.9070507817202456
o,x2,0.6940138603067517
o,x2,0.7153718977320878
o,x2,0.7452135244048921
o,x2,0.5950398995467996
o,x2,0.9459573320956913
o,x2,1.0120113598216973
o,x2,0.8151254994034631
o,x2,0.7674748978288432
o,x2,0.8291805730943169
o,x2,0.5548024112196343
o,x2,0.5132403637520452
o,x2,1.396786692593272
o,x2,1.907743724114439
o,x2,1.5577563943674346
o,x2,0.8283199533495001
o,x2,1.2860348822003773
o,x2,1.2860348822003773
o,x2,1.2860348822003773
o,x2,1.01788674357362
o,x2,0.999075713189176
o,x2,1.0158350395316997
o,x2,1.0158350395316997
o,x2,1.0158350395316997
o,x2,1.005037852359898
o,x2,1.0235615578787958
o,x2,1.0074164812954995
o,x2,1.0074164812954995
o,x2,1.0113764842466129
o,x2,1.0113764842466129
o,x2,1.0113764842466129
o,x2,1.0113764842466129
o,x2,1.0095106449300035
o,x2,1.0273874012030098
o,x2,1.0273874012030098
o,x2,1.0273874012030098
o,x2,1.0205698109170724
o,x2,1.0205698109170724
o,x2,0.7008813198817577
o,x2,1.4756384461560894
o,x2,1.5041672848617935
o,x2,1.221293307006249
o,x2,1.4331858439873357
o,x2,0.7357373102946392
o,x2,1.2234794486891014
o,x2,0.1333654233285962
o,x2,0.11125995068262085
o,x2,0.17336984543928405
o,x2,0.18155445850213928
o,x2,0.30883670842319727
o,x2,0.32127018232737314
o,x2,0.27039825711534415
o,x2,0.27423059203311184
o,x2,0.2766982002975371
o,x2,0.24533897285166603
o,x2,1.0778266018683087
o,x2,0.3068075104206612
o,x2,0.25669346246940183
o,x2,0.32386374532203693
o,x2,1.2387361557544925
o,x2,1.1494145139646628
o,x2,1.3251482781031478
o,x2,1.2922457331466235
o,x2,0.60407866004437
o,x2,0.9825207495233427
o,x2,0.8242444717304261
o,x2,0.8740566874989495
o,x2,1.1562328595590798
o,x2,1.2093624412696569
o,x2,1.3304117679303646
o,x2,1.3275339937539916
o,x2,0.6684610175788377
o,x2,0.047191785156229536
o,x2,1.3767442028453536
o,x2,1.3671617444482032
o,x2,1.0432552240634223
o,x2,0.8786583044904681
o,x2,1.1071758220990735
o,x2,1.0055154068001941
o,x2,0.980818718317884
o,x2,1.0359250545255223
o,x2,0.8285006169654676
o,x2,0.76696716184051
o,x2,0.8293101713898307
o,x2,0.7246118091302597
o,x2,0.750993405610687
o,x2,0.3638970944998661
o,x2,0.4517281397256672
o,x2,0.7758376308917209
o,x2,0.737116278142506
o,x2,0.3253955874242694
o,x2,0.47369556183645894
o,x2,0.7148727102440733
o,x2,0.4581344735548789
o,x2,0.6266687865082241
o,x2,0.6470411977519102
o,x2,0.48144896175970314
o,x2,0.34987061923017837
o,x2,1.1249143130010997
o,x2,1.039759026461298
o,x2,0.9907615561270836
o,x2,0.8686396950021446
o,x2,0.5252484473541777
o,x2,0.5563732046574612
o,x2,0.6461194858479345
o,x2,0.6135217270639174
o,x2,1.1577557246061674
o,x2,1.1606221412199662
o,x2,1.2880955682928892
o,x2,0.6114225457677959
o,x2,1.305656543345347
o,x2,1.1768423043049856
o,x2,1.25924178732514
o,x2,0.9756025364457119
o,x2,1.0013525233730927
o,x2,0.6377380144386051
o,x2,1.1570561188526385
o,x2,0.8295030098055025
o,x2,0.771327992395042
o,x2,0.82412252766376
o,x2,0.5290572189082201
o,x2,0.612350413614757
o,x2,0.6119170705496104
o,x2,0.414276745938733
o,x2,0.5897915885234123
o,x2,0.5338139488306467
o,x2,0.5474672505628132
o,x2,0.5075885458298746
o,x2,0.5758939497816323
o,x2,0.5876057803681175
o,x2,0.24248783727287726
o,x2,0.22593720621882646
o,x2,0.38221773598140873
o,x2,0.06065997381855008
o,x2,-0.035078781977691556
o,x2,0.04559570714092403
o,x2,0.031688067203477006
o,x2,-0.09516698355978814
o,x2,-0.15316860362556883
o,x2,-0.15182104576197575
o,x2,-0.14715270684744527
o,x2,-0.23978296277719272
o,x2,-0.23037897626899537
o,x2,1.1697518947759828
o,x2,1.5239037734581427
o,x2,1.1917325772807852
o,x2,0.9238043351779538
o,x2,0.7748951293059781
o,x2,0.2937252381282333
o,x2,0.39896348493535627
o,x2,1.1881376853894277
o,x2,1.1794725807285247
o,x2,1.1839492056297214
o,x2,1.1516825149907763
o,x2,1.2685967644500522
o,x2,1.4347520891519652
o,x2,1.3962139189133242
o,x2,1.2426785450254925
o,x2,1.0290789393950555
o,x2,0.2470277929815402
o,x2,0.8454639930546883
o,x2,1.1013421029817032
o,x2,1.026407118296238
o,x2,0.9837683347217391
o,x2,0.9150081929681666
o,x2,0.7487816313072887
o,x2,0.4002506357532435
o,x2,1.371897048119858
o,x2,0.8851563375053826
o,x2,1.4008418855705287
o,x2,1.176687625889409
o,x2,1.612788264640446
o,x2,1.482676764822919
o,x2,1.1710869042719894
o,x2,1.3633031069023542
o,x2,1.372488844865876
o,x2,1.171099532072799
o,x2,1.0920442760702964
o,x2,1.5774306787092771
o,x2,1.01980575342936
o,x2,1.0376077315188308
o,x2,1.1232761331257715
o,x2,0.6926214859797876
o,x2,0.3852061931479712
o,x2,1.5249780811027058
o,x2,1.0248104153419184
o,x2,1.4374670597361308
o,x2,0.8524616292932605
o,x2,0.8437181771649411
o,x2,0.8485265436565658
o,x2,1.1217769746125592
o,x2,1.1538015802844164
o,x2,0.9184394912105889
o,x2,1.51343128611273
o,x2,0.8362141641695988
o,x2,0.773856062279732
o,x2,0.7532484405067965
o,x2,0.9832352861023743
o,x2,0.7405427283365598
o,x2,1.2040260792463116
o,x2,1.1526429795321735
o,x2,1.1596706789251279
o,x2,0.8705136759396017
o,x2,0.4174120572167055
o,x2,0.6308627333511787
o,x2,0.7473535097182337
o,x2,0.7686370423661704
o,x2,0.8289365985141263
o,x2,0.6849615836135937
o,x2,0.6630257135602501
o,x2,1.0571588475856186
o,x2,0.9220554326409676
o,x2,0.5436397205783815
o,x2,0.4877774892080751
o,x2,0.6163639232446477
o,x2,0.6750324036341997
o,x2,0.4372079095991366
o,x2,0.7795757889840449
o,x2,0.9014011595926614
o,x2,0.89784738470636
o,x2,0.2851848147933519
o,x2,0.5859128015068525
o,x2,0.5110745846626503
o,x2,0.5524903809926769
o,x2,0.6724591433473602
o,x2,0.7653748974519126
o,x2,1.0579560199666476
o,x2,1.0406783878207126
o,x2,1.3412229404508669
o,x2,1.4869614360345795
o,x2,0.9015349663158719
o,x2,0.6622361750811169
o,x2,1.0037215284790997
o,x2,0.4295784567376555
o,x2,0.5038117645923776
o,x2,0.49771595305474475
o,x2,0.7914298359433134
o,x2,0.4183627473918221
o,x2,1.4582337367393372
o,x2,0.5997608701111653
o,x2,0.9919502908749941
o,x2,0.6542314813152498
o,x2,0.6602623316390264
o,x2,0.7269981739257573
o,x2,1.0350117165087456
o,x2,1.7195673011959107
o,x2,-0.2118482366823203
o,x2,0.22685686157958035
o,x2,1.1858893010050988
o,x2,1.3859465486816087
o,x2,0.9593750082336847
o,x2,0.9826746260160254
o,x2,0.7703086170430932
o,x2,0.6171911641479347
o,x2,0.5671365412019762
o,x2,0.35435867994233194
o,x2,0.29986647098003416
o,x2,1.0569574559248867
o,x2,1.0510465501071495
o,x2,1.0510465501071495
o,x2,0.1999363930594575
o,x2,0.24050074806066682
o,x2,0.8698488953278074
o,x2,0.9583036542008061
o,x2,0.8849528012332882
o,x2,0.8105091309252399
o,x2,0.9518550924489286
o,x2,0.9263619566741335
o,x2,0.42028996193023993
o,x2,0.528727520926007
o,x2,1.779783764696668
o,x2,1.7816969207461586
o,x2,1.7933862009217534
o,x2,1.2708461548136532
o,x2,1.1205446454648842
o,x2,1.4843339527269164
o,x2,0.7158035193532957
o,x2,0.7734287124608569
o,x2,0.7798340389362697
o,x2,0.8517024703946074
